"ID","NAME","UNIQUE_NAME","GAMETIME","TIMEZONE","STDTIME","HOWTOPLAY","PLAY_TYPE","TOP_PRIZE","TOP_PRIZE_ODDS","PRIZE_ROLLOVER","PRIZE_PERI_MUTUAL","INFO_URL","INFO","IS_MULTI_STATE","IS_MULTI_COUNTRY","Status","PRIZE_MATRIX","isCardGame","NUM_OF_BALLS","DIS_GAME_TYPE","TINBU_GAME_ID","isJackpot","isPayout","HIGHEST_JACKPOT","HIGHEST_JACKPOT_DATE","TICKET_PRICE","ADVANCED_PLAYS","CUTOFFTIME"
497,DC-3 Midday,Washington DC-DC-3 Midday,"1:55 PM",US/Eastern,"01:55 PM",Choose 3 digits from 0 to 9.,"3-Digits",$500,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Straight</td><td><p>1:1000</p></td><td><p>$500</p></td></tr><tr><td>3-way Box</td><td><p>1:333</p></td><td><p>$160</p></td></tr><tr><td>6-Way Box</td><td><p>1:166</p></td><td><p>$80</p></td></tr><tr><td>3- way Straight/Box</td><td><p>1:333</p></td><td><p>$330/$80</p></td></tr><tr><td>Straight/any 6-Way</td><td><p>1:166</p></td><td><p>$290/$40</p></td></tr><tr><td>3- way combo</td><td><p>1:1000</p></td><td><p>$500</p></td></tr><tr><td>6-Way combo</td><td><p>1:1000</p></td><td><p>$500</p></td></tr><tr><td>Front pair</td><td><p>1:100</p></td><td><p>$50</p></td></tr><tr><td>Back pair</td><td><p>1:100</p></td><td><p>$50</p></td></tr></tbody></table>",F,"3","3-Digits",DCA,F,F,,,"1$",Up to seven days draws (including both midday and evening),Before 1:49 p.m. every day
498,DC-3 Evening,Washington DC-DC-3 Evening,"7:57 PM",US/Eastern,"07:57 PM",Choose 3 digits from 0 to 9.,"3-Digits",$500,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Straight</td><td><p>1:1000</p></td><td><p>$500</p></td></tr><tr><td>3-way Box</td><td><p>1:333</p></td><td><p>$160</p></td></tr><tr><td>6-Way Box</td><td><p>1:166</p></td><td><p>$80</p></td></tr><tr><td>3- way Straight/Box</td><td><p>1:333</p></td><td><p>$330/$80</p></td></tr><tr><td>Straight/any 6-Way</td><td><p>1:166</p></td><td><p>$290/$40</p></td></tr><tr><td>3- way combo</td><td><p>1:1000</p></td><td><p>$500</p></td></tr><tr><td>6-Way combo</td><td><p>1:1000</p></td><td><p>$500</p></td></tr><tr><td>Front pair</td><td><p>1:100</p></td><td><p>$50</p></td></tr><tr><td>Back pair</td><td><p>1:100</p></td><td><p>$50</p></td></tr></tbody></table>",F,"3","3-Digits",DCB,F,F,,,"1$",Up to seven days draws (including both midday and evening),Before 7:49 p.m. every day
499,DC-4 Midday,Washington DC-DC-4 Midday,"1:55 PM",US/Eastern,"01:55 PM",Choose 4 digits from 0 to 9.,"4-Digits","$5,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Exact</td><td>1:10,000</td><td>$5,000</td></tr><tr><td>4-Way Box</td><td>1:2,500</td><td>$1200</td></tr><tr><td>6-Way Box</td><td>1:1,667</td><td>$800</td></tr><tr><td>12-Way Box</td><td>1:833</td><td>&nbsp;$400</td></tr><tr><td>24-Way Box</td><td>1:416</td><td>$200</td></tr><tr><td>Front three</td><td>1:1000</td><td>$500</td></tr><tr><td>Back three</td><td>1:1000</td><td>$500</td></tr></tbody></table>",F,"4","4-Digits",DCC,F,F,,,"1$",Up to seven days draws (including both midday and evening),Before 1:49 p.m. every day
500,DC-4 Evening,Washington DC-DC-4 Evening,"7:57 PM",US/Eastern,"07:57 PM",Choose 4 digits from 0 to 9.,"4-Digits","$5,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Exact</td><td>1:10,000</td><td>$5,000</td></tr><tr><td>4-Way Box</td><td>1:2,500</td><td>$1200</td></tr><tr><td>6-Way Box</td><td>1:1,667</td><td>$800</td></tr><tr><td>12-Way Box</td><td>1:833</td><td>&nbsp;$400</td></tr><tr><td>24-Way Box</td><td>1:416</td><td>$200</td></tr><tr><td>Front three</td><td>1:1000</td><td>$500</td></tr><tr><td>Back three</td><td>1:1000</td><td>$500</td></tr></tbody></table>",F,"4","4-Digits",DCD,F,F,,,"1$",Up to seven days draws (including both midday and evening),Before 7:49 p.m. every day
501,DC-5 Midday,Washington DC-DC-5 Midday,"1:55 PM",US/Eastern,"01:55 PM",Choose 5 digits from 0 to 9.,"5-Digits","$50,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Exact</td><td>1:100,000</td><td>$50,000</td></tr><tr><td>5-Way Box</td><td>1:20,000</td><td>$10,000</td></tr><tr><td>10-Way Box</td><td>1:10,000</td><td>$5,000</td></tr><tr><td>20-Way Box</td><td>1:5,000</td><td>$2,500</td></tr><tr><td>30-Way Box</td><td>1:3333</td><td>$1700</td></tr><tr><td>60-Way Box</td><td>1:1667</td><td>$850</td></tr><tr><td>120-Way Box</td><td>1:833</td><td>$425</td></tr><tr><td>Front 4</td><td>1:10000</td><td>$5000</td></tr><tr><td>Back 4</td><td>1:10000</td><td>$5000</td></tr><tr><td>Front 3</td><td>1:1000</td><td>$500</td></tr><tr><td>Back 3</td><td>1:1000</td><td>$500</td></tr><tr><td>Front Pair</td><td>1:100</td><td>$50</td></tr><tr><td>Back pair</td><td>1:100</td><td>$50</td></tr></tbody></table>",F,"5","5-Digits",DCE,F,F,,,"1$",Up to seven days draws (including both midday and evening),Before 1:49 p.m. every day
502,Daily 3,West Virginia-Daily 3,"6:59 PM",US/Eastern,"06:59 PM",Choose 3 digits from 0 to 9.,"3-Digits",$500,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Straight</td><td>1:1000</td><td>$500</td></tr><tr><td>3-way Box</td><td>1:333</td><td>$160</td></tr><tr><td>6-Way Box</td><td>1:167</td><td>$80</td></tr><tr><td>3- way Straight/Box</td><td>1:1000/1:333</td><td>$330/$80</td></tr><tr><td>Straight/any 6-Way</td><td>1:1000/1:166</td><td>$290/$40</td></tr></tbody></table>",F,"3","3-Digits",WVA,F,F,,,"1$",Up to 24 consecutive draws,"Before 6:49 p.m., ET, the day of drawing"
503,Daily 4,West Virginia-Daily 4,"6:59 PM",US/Eastern,"06:59 PM",Choose 4 digits from 0 to 9.,"4-Digits","$5,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Exact</td><td>1:10,000</td><td>$5,000</td></tr><tr><td>4-Way Box</td><td>1:2,500</td><td>$1200</td></tr><tr><td>6-Way Box</td><td>1:1,667</td><td>$800</td></tr><tr><td>12-Way Box</td><td>1:833</td><td>&nbsp;$400</td></tr><tr><td>24-Way Box</td><td>1:416</td><td>$200</td></tr><tr><td>Exact/Box 4-Way</td><td>1:10000/1:2500</td><td>$3,100/$600</td></tr><tr><td>Exact/Box 6-Way</td><td>1:10000/1:1667</td><td>$2,900/ $400</td></tr><tr><td>Exact/Box 12-Way</td><td>1:10000/1:833</td><td>$2,700/ $200</td></tr><tr><td>Exact/Box 24-Way</td><td>1:10000/1:416</td><td>$2,600/ $100</td></tr></tbody></table>",F,"4","4-Digits",WVC,F,F,,,"1$",Up to 24 consecutive draws,"Before 6:49 p.m., ET, the day of drawing"
504,Pick 3 Evening,Wisconsin-Pick 3 Evening,"9:00 PM",US/Central,"10:00 PM",Choose 3 digits from 0 to 9.,"3-Digits",$500,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Straight</td><td>1:1000</td><td>$500</td></tr><tr><td>3-Way Box</td><td>1:334</td><td>$160</td></tr><tr><td>6-Way Box</td><td>1:167</td><td>$80</td></tr><tr><td>Straight/Box 3-Way</td><td>1:1000/1:334</td><td>$330/$80</td></tr><tr><td>Straight/Box 6-Way</td><td>1:1000/1:167</td><td>$290/ $40</td></tr></tbody></table>",F,"3","3-Digits",WIA,F,F,,,"1$", up to 14 draws for BOTH (7 MIDDAY and 7 EVENING),before 9:00 p.m.
505,Pick 4 Evening,Wisconsin-Pick 4 Evening,"9:00 PM",US/Central,"10:00 PM",Choose 4 digits from 0 to 9.,"4-Digits","$5,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>Straight</td><td>1 in 10,000</td><td>$5,000</td></tr><tr><td>4-Way Box</td><td>1 in 2,500</td><td>$1200</td></tr><tr><td>6-Way Box</td><td>1 in 1,667</td><td>$800</td></tr><tr><td>12-Way Box</td><td>1 in 834</td><td>$400</td></tr><tr><td>24-Way Box</td><td>1 in 417</td><td>$200</td></tr></tbody></table>",F,"4","4-Digits",WIC,F,F,,,"1$",up to 14 draws for BOTH (7 MIDDAY and 7 EVENING) ,before 9:00 p.m.
506,Badger 5,Wisconsin-Badger 5,"9:05 PM",US/Central,"10:05 PM",select 5 numbers from 1 to 31.,"5/31",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>Match</th><th>Win</th><th>Odds</th></tr></thead><tbody><tr><td>5 of 5</td><td>JACKPOT*</td><td>1:169,911</td></tr><tr><td>4 of 5</td><td>$50</td><td>1:1,308</td></tr><tr><td>3 of 5</td><td>$2</td><td>1:53</td></tr><tr><td>2 of 5</td><td>$1</td><td>1:7</td></tr></tbody></table>",F,"5","5/31",WI5,T,F,,,"1$", up to 7 draws,before 9:00 p.m.
507,Super Cash,Wisconsin-Super Cash,"9:05 PM",US/Central,"10:05 PM",Choose 6 numbers from 1 to 39.,"6/39","$350,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>Match</th><th>Win</th><th>Odds</th></tr></thead><tbody><tr><td>6 of 6</td><td>$350,000*</td><td>1:1,631,312</td></tr><tr><td>5 of 6</td><td>$500</td><td>1:8,239</td></tr><tr><td>4 of 6</td><td>$30</td><td>1:206</td></tr><tr><td>3 of 6</td><td>$1</td><td>1:15</td></tr><tr><td>DOUBLER</td><td>**</td><td>1:7</td></tr></tbody></table>",F,"6+1","6/39 + 1 (Doubler)",WI2,F,F,,,"1$",up to 7 draws ,before 9:00 p.m.
508,Lucky Money,Florida-Lucky Money,"11:00 PM",US/Eastern,"11:00 PM",Choose 4 numbers 1 through 44 and 1 mega ball number from 1 to 22,"4/17+1/17",,"1 in 2,986,522",T,T,http://www.flalottery.com/luckyMoney.do,,F,F,ignore,,F,"4+1","4/47 + 1/17 (Lucky Ball)",FL5,T,F,,,,,
509,Lotto,Illinois-Lotto,"9:15 PM",US/Central,"10:15 PM",Choose 6 numbers 1 through 52 and for 1$ additional extra shot number,"6/52",,"",T,T,"",,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>Match</th><th>Prize</th><th>Odds</th></tr></thead><tbody><tr><td>6</td><td>Jackpot</td><td>1:20,358,520</td></tr><tr><td>5+E</td><td>Pari-mutual $50,000 avg</td><td>1:1,844,069</td></tr><tr><td>5</td><td>Pari-mutual $2,000 avg</td><td>1:73,763</td></tr><tr><td>4+E</td><td>Pari-mutual $1250 avg</td><td>1:32,783</td></tr><tr><td>4</td><td>Pari-mutual $50 avg</td><td>1:1,311</td></tr><tr><td>3+E</td><td>$125 fixed</td><td>1:1.676</td></tr><tr><td>3</td><td>$5 fixed</td><td>1:67</td></tr><tr><td>2+E</td><td>$25 fixed</td><td>1:208</td></tr><tr><td>2</td><td>$1 fixed</td><td>1:832</td></tr><tr><td>1+E</td><td>$10 fixed</td><td>1:62</td></tr><tr><td>0+E</td><td>$5 fixed</td><td>1:54</td></tr></tbody></table>",F,"6+1","6/52 + 1 (Extra Shot)",IL4,T,F,,,"2$",upto 25 consecutive draws,"Mon, Thu and Sat, 7 minutes before draw time"
510,Lotto,Indiana-Lotto,"11:00 PM",US/Eastern,"11:00 PM",Choose 6 numbers from 1 to 46.,"6/46",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th colspan=""4"">Match to Win with Hoosier Lotto</th></tr><tr class=""result-table-heading""><th>Match</th><th>Hoosier Lotto Prize</th><th>PLUS Prize</th><th>Odds (1 in)</th></tr></thead><tbody><tr><td>6</td><td>Jackpot</td><td>$1 Million**</td><td>9,366,819</td></tr><tr><td>5</td><td>$500*</td><td>$600*</td><td>39,028</td></tr><tr><td>4</td><td>$20*</td><td>$25*</td><td>800</td></tr><tr><td>3</td><td>$2*</td><td>$4*</td><td>47</td></tr><tr><td>2</td><td>FREE Ticket</td><td>FREE Ticket with +PLUS</td><td>6.8</td></tr></tbody></table>",F,"6","6/46",IN1,T,F,,,"2$",upto 10 consecutive draws,"Wed and Sat, 21 minutes before draw time"
511,Quick Draw Midday,Indiana-Quick Draw Midday,"1:20 PM",US/Eastern,"01:20 PM",select 10 numbers from 1 to 80.,"10/80","$300,000",,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>Pick Match</th><th>Quick Draw Prize</th><th>Bullseye Prize</th><th>Total Prize Won (Quick Draw Prize + Bullseye Prize)</th></tr></thead><tbody><tr><td>10</td><td>$300,000</td><td>$200,000</td><td>$500,000</td></tr><tr><td>9</td><td>$4,000</td><td>$6,000</td><td>$10,000</td></tr><tr><td>8</td><td>$250</td><td>$750</td><td>$1,000</td></tr><tr><td>7</td><td>$35</td><td>$90</td><td>$125</td></tr><tr><td>6</td><td>$15</td><td>$20</td><td>$35</td></tr><tr><td>5</td><td>$5</td><td>$5</td><td>$10</td></tr><tr><td>4</td><td>$0</td><td>$3</td><td>$3</td></tr><tr><td>3</td><td>$0</td><td>$2</td><td>$2</td></tr><tr><td>2</td><td>$0</td><td>$3</td><td>$3</td></tr><tr><td>1</td><td>$0</td><td>$5</td><td>$5</td></tr><tr><td>0</td><td>Free Ticket</td><td>####</td><td>Free Ticket</td></tr><tr><td>Overall Odds</td><td>1 in 9.1</td><td>1 in 8</td><td>1 in 4.3</td></tr></tbody></table>",F,"20+1","20/80 + 1 (BE)",IN9,F,F,,,"1$",upto 28 consecutive draws,"Mon-Sun, 10 minutes before draw time"
513,Super Cash,Kansas-Super Cash,"9:10 PM",US/Central,"10:10 PM",Choose 5 numbers from 1 to 32 and 1 number from 1 to 25.,"5/32+1/25",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Match</strong></th><th><strong>Win</strong></th><th><strong>Odds</strong></th></tr></thead><tbody><tr><td>5 numbers and the Cash Ball</td><td>Win or share the grand prize</td><td>1 in 2,517,200</td></tr><tr><td>5 numbers but not the Cash Ball</td><td>$2,000*</td><td>1 in 104,883</td></tr><tr><td>4 numbers and the Cash Ball</td><td>$250</td><td>1 in 18,646</td></tr><tr><td>4 numbers but not the Cash Ball</td><td>$25</td><td>1 in 777</td></tr><tr><td>3 numbers and the Cash Ball</td><td>$25</td><td>1 in 717</td></tr><tr><td>3 numbers but not the Cash Ball</td><td>$2</td><td>1 in 30</td></tr><tr><td>2 numbers and the Cash Ball</td><td>$2</td><td>1 in 86</td></tr><tr><td>1 number and the Cash Ball</td><td>$1</td><td>1 in 29</td></tr></tbody></table>",F,"5+1","5/32 + 1/35 (Cash Ball)",KS3,T,F,,,"1$",upto 15 consecutive draws,"Mon, wed and Sat, 11 minutes before draw time"
514,Lotto,Louisiana-Lotto,"9:59 PM",US/Central,"10:59 PM",Choose 6 numbers from 1 to 40.,"6/40",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizeses</strong></th></tr></thead><tbody><tr><td>6 Match</td><td>1 in 3,838,380</td><td>jackpot</td></tr><tr><td>5 Match</td><td>1 in 18,816</td><td>$2000</td></tr><tr><td>4 Match</td><td>1 in 456</td><td>$50</td></tr><tr><td>3 Match</td><td>1 in 32</td><td>$3</td></tr></tbody></table>",F,"6","6/40",LA1,T,F,,,"2$",upto 20 consecutive draws,"Wed and Sat, 29 minutes before draw time"
515,Multi Match,Maryland-Multi Match,"11:07 PM",US/Eastern,"11:07 PM",Choose 6 numbers from 1 to 43.,"6/43",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><p><strong>Matching on a single line</strong></p></th><th><p><strong>Probability of winning per line</strong></p></th><th><p><strong>Probability of winning per $2 ticket**</strong></p></th><th><p><strong>Prizes</strong></p></th></tr></thead><tbody><tr><td><p>6 of 6</p></td><td><p>1 in 6,096,454.0</p></td><td><p>1 in 2,032,151.7</p></td><td><p>JACKPOT*</p></td></tr><tr><td><p>5 of 6</p></td><td><p>1 in 27,461.5</p></td><td><p>1 in 9,154.2</p></td><td><p>$1,000</p></td></tr><tr><td><p>4 of 6</p></td><td><p>1 in 610.3</p></td><td><p>1 in 203.8</p></td><td><p><strong>$20</strong></p></td></tr><tr><td><p>3 of 6</p></td><td><p>1 in 39.2</p></td><td><p>1 in 13.4</p></td><td><p><strong>$2</strong></p></td></tr></tbody></table><table><thead><tr><td><p><strong>Matching on multiple lines</strong></p></td><td><p><strong>Approximate probability of winning per $2 ticket</strong></p></td><td><p><strong>Prizes</strong></p></td></tr></thead><tbody><tr><td><p>10+ of 18</p></td><td><p>1 in 168,239.7</p></td><td><p>$2,000</p></td></tr><tr><td><p>9 of 18</p></td><td><p>1 in 15,098.4</p></td><td><p><strong>$500</strong></p></td></tr><tr><td><p>8 of 18</p></td><td><p>1 in 1,740.2</p></td><td><p><strong>$100</strong></p></td></tr><tr><td><p>7 of 18</p></td><td><p>1 in 272.5</p></td><td><p><strong>$20</strong></p></td></tr><tr><td><p>6 of 18</p></td><td><p>1 in 58.0</p></td><td><p><strong>$7</strong></p></td></tr><tr><td><p>5 of 18</p></td><td><p>1 in 16.9</p></td><td><p><strong>$2</strong></p></td></tr></tbody></table>",F,"6","6/43",MD4,T,F,,,"2$",upto 10 consecutive draws,"Mon and Thu, 5 minutes before draw time"
516,Mega bucks,Massachusetts-Mega bucks,"11:20 PM",US/Eastern,"11:20 PM",Choose six numbers from 1 to 44 and 1 digit from 0 to 9.,"6/44 + 1-Digit",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizes (No doubler)</strong></th><th><strong>Prizes (with doubler)</strong></th></tr></thead><tbody><tr><td>6 Match</td><td>1 in 13,983,816</td><td>Jackpot</td><td>jackpot</td></tr><tr><td>5 Match</td><td>1 in 54,200</td><td>$2500</td><td>$5000</td></tr><tr><td>4 Match</td><td>1 in 1,032</td><td>$100</td><td>$200</td></tr><tr><td>3 Match</td><td>1 in 56</td><td>$2</td><td>$4</td></tr></tbody></table>",F,"6+1","6/44 + 1/10 (ST Dobler)",MA2,T,F,,,"1$",upto 7 consecutive draws,"Wed and Sat, 15 minutes before draw time"
517,Classic Lotto 47,Michigan-Classic Lotto 47,"7:29 PM",US/Eastern,"07:29 PM",Choose 6 numbers from 1 to 47.,"6/47",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Matchto Play</strong></th><th><strong>Odds</strong></th><th><strong>Prizes</strong></th></tr><tr><td>6 Match</td><td>1:10,737,573</td><td>Jackpot</td></tr><tr><td>5 Match</td><td>1:43,649</td><td>$2500</td></tr><tr><td>4 Match</td><td>1:873</td><td>$100</td></tr><tr><td>3 Match</td><td>1:50</td><td>$5</td></tr></thead></table>",F,"6","6/47",MI7,T,F,,,"2$",upto 60 consecutive draws,"Wed and Sat, 21 minutes before draw time"
519,North 5,Minnesota-North 5,"6:17 PM",US/Central,"07:17 PM",select 5 numbers from 1 to 31.,"5/31",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Match:</strong></th><th><strong>To Win:</strong></th><th><strong>Odds</strong></th></tr></thead><tbody><tr><td>5 of 5 numbers</td><td>JACKPOT*</td><td>1 in 169,911.00</td></tr><tr><td>4 of 5</td><td>$50</td><td>1 in 1,307.00</td></tr><tr><td>3 of 5</td><td>$5</td><td>1 in 52.00</td></tr><tr><td>2 of 5</td><td>$1</td><td>1 in 7.00</td></tr></tbody></table>",F,"5","5/31",MN2,T,F,,,"1$",upto 14 consecutive draws,"Mon-Sun, 7 minutes before draw time"
520,"250 Triple Play",Missouri-250 Triple Play,"8:59 PM",US/Central,"09:59 PM",,"6/53",,,F,F,,,F,F,Ignore,,F,"6+1","6/53 + XTRA",,F,F,,,,,
521,Lotto,Missouri-Lotto,"8:59 PM",US/Central,"09:59 PM",Choose 6 numbers from 1 to 44.,"6/44",,,F,F,,,F,F,Closed,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><p><strong>Match</strong></p></th><th><p><strong>Prize</strong></p></th><th><p><strong>Chances 1 In</strong></p></th></tr></thead><tbody><tr><td><p><strong>6 of 6 numbers</strong></p></td><td><p><strong>Jackpot</strong></p></td><td><p><strong>1 in 3,529,526</strong></p></td></tr><tr><td><p><strong>5 of 6 numbers</strong></p></td><td><p><strong>$715 (average amount)</strong></p></td><td><p><strong>1 in 15,480</strong></p></td></tr><tr><td><p><strong>4 of 6 numbers</strong></p></td><td><p><strong>$29 (average amount)</strong></p></td><td><p><strong>1 in 335</strong></p></td></tr><tr><td><p><strong>3 of 6 numbers</strong></p></td><td><p><strong>Free Ticket (QP)</strong></p></td><td><p><strong>1 in 21</strong></p></td></tr><tr><td><p><strong>Overall chances: 1 in 20</strong></p></td></tr></tbody></table>",F,"6","6/44",MO1,T,F,,,"2$",upto 15 consecutive draws,"Wed and Sat, on or before draw time"
522,"10 Spot Evening",Montana-10 Spot Evening,"7:30 PM",US/Mountain,"09:30 PM",,"6/53",,,F,F,,,F,F,Ignore,,F,"6+1","6/53 + 1 (XTRA)",,F,F,,,,,
523,Pick 5,Nebraska-Pick 5,"8:40 PM",US/Central,"09:40 PM",Choose 5 numbers from 1 to 40.,"5/40",,,F,F,,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading"">  <th> Get </th> <th> Prize </th> <th> Odds </th> </tr> </thead><tbody> <tr> <td> 5 of 5 </td> <td> Jackpot </td> <td> 501,942 </td> </tr> <tr> <td> 4 of 5 </td> <td> $450 </td> <td> 3,042 </td> </tr> <tr> <td> 3 of 5 </td> <td> $9 </td> <td> 95 </td> </tr> <tr> <td> 2 of 5 </td> <td> Free $1 Quick Pick Play </td> <td> 9 </td> </tr> </tbody> </table>",F,"5","5/40",NE1,T,T,,,"1$",Upto 84 consecutive draws,Before 1 hour to time of draw on draw night
